ID,Individuo,I,x,f(x)
1,11110,30,4.92,-115.21785414115351
2,11101,29,4.856,-110.68602311242614
3,01111,15,3.96,-58.802613415653184
4,11010,26,4.664,-97.78360234070809
5,00011,3,3.192,-29.421938633726732
6,11001,25,4.6,-93.70893782683453
7,00111,7,3.448,-37.84384249057173
8,10010,18,4.152,-68.20105098062258
9,00110,6,3.384,-35.6165882421041
10,01001,9,3.576,-42.5510126526641
11,11000,24,4.536,-89.7448964698383
12,01101,13,3.832,-53.018340743456164
13,00001,1,3.064,-25.682883883511465
14,10110,22,4.4079999999999995,-82.1427881833643
15,10000,16,4.024,-61.83765885682281
16,11100,28,4.792,-106.27067901940535
17,11011,27,4.728,-101.97036026885581
18,01011,11,3.7039999999999997,-47.60515357029027
19,00101,5,3.32,-33.471532574613185
20,11111,31,4.984,-119.86763073322494
21,11110,30,4.92,-115.21785414115351
22,10111,23,4.4719999999999995,-85.89000520185462
23,11111,31,4.984,-119.86763073322494
24,11111,31,4.984,-119.86763073322494
25,11111,31,4.984,-119.86763073322494
26,01110,14,3.896,-55.86334038981571
27,10011,19,4.216,-71.53238347026948
28,11110,30,4.92,-115.21785414115351
29,10111,23,4.4719999999999995,-85.89000520185462
30,01011,11,3.7039999999999997,-47.60515357029027
31,11010,26,4.664,-97.78360234070809
32,11101,29,4.856,-110.68602311242614
33,10011,19,4.216,-71.53238347026948
34,01111,15,3.96,-58.802613415653184
35,10011,19,4.216,-71.53238347026948
36,11110,30,4.92,-115.21785414115351
37,11110,30,4.92,-115.21785414115351
38,00111,7,3.448,-37.84384249057173
39,11101,29,4.856,-110.68602311242614
40,01011,11,3.7039999999999997,-47.60515357029027
41,10001,17,4.088,-64.96997332737153
42,11010,26,4.664,-97.78360234070809
43,11111,31,4.984,-119.86763073322494
44,01111,15,3.96,-58.802613415653184
45,11011,27,4.728,-101.97036026885581
46,00101,5,3.32,-33.471532574613185
47,11110,30,4.92,-115.21785414115351
48,10111,23,4.4719999999999995,-85.89000520185462
49,11010,26,4.664,-97.78360234070809
50,10101,21,4.344,-78.50176684201959
51,11110,30,4.92,-115.21785414115351
52,11101,29,4.856,-110.68602311242614
53,11111,31,4.984,-119.86763073322494
54,01011,11,3.7039999999999997,-47.60515357029027
55,11011,27,4.728,-101.97036026885581
56,01111,15,3.96,-58.802613415653184
57,11111,31,4.984,-119.86763073322494
58,00101,5,3.32,-33.471532574613185
59,11111,31,4.984,-119.86763073322494
60,01101,13,3.832,-53.018340743456164
61,11010,26,4.664,-97.78360234070809
62,11101,29,4.856,-110.68602311242614
63,10111,23,4.4719999999999995,-85.89000520185462
64,01001,9,3.576,-42.5510126526641
65,11001,25,4.6,-93.70893782683453
66,11001,25,4.6,-93.70893782683453
67,10001,17,4.088,-64.96997332737153
68,00100,4,3.2560000000000002,-31.407156408912343
69,10111,23,4.4719999999999995,-85.89000520185462
70,11000,24,4.536,-89.7448964698383
