ID,Individuo,I,x,f(x)
1,10111,23,4.4719999999999995,-85.89000520185462
2,00100,4,3.2560000000000002,-31.407156408912343
3,01000,8,3.512,-40.15481232809994
4,11001,25,4.6,-93.70893782683453
5,11000,24,4.536,-89.7448964698383
6,00110,6,3.384,-35.6165882421041
7,01100,12,3.768,-50.26611305784008
8,00001,1,3.064,-25.682883883511465
9,01011,11,3.7039999999999997,-47.60515357029027
10,00011,3,3.192,-29.421938633726732
11,11011,27,4.728,-101.97036026885581
12,10011,19,4.216,-71.53238347026948
13,10100,20,4.28,-74.96545991148146
14,10101,21,4.344,-78.50176684201959
15,11100,28,4.792,-106.27067901940535
16,11101,29,4.856,-110.68602311242614
17,00000,0,3.0,-23.925994876746984
18,10000,16,4.024,-61.83765885682281
19,01110,14,3.896,-55.86334038981571
20,11111,31,4.984,-119.86763073322494
21,11110,30,4.92,-115.21785414115351
22,11101,29,4.856,-110.68602311242614
23,00110,6,3.384,-35.6165882421041
24,01110,14,3.896,-55.86334038981571
25,11111,31,4.984,-119.86763073322494
26,01000,8,3.512,-40.15481232809994
27,11101,29,4.856,-110.68602311242614
28,11011,27,4.728,-101.97036026885581
29,11111,31,4.984,-119.86763073322494
30,11000,24,4.536,-89.7448964698383
31,10110,22,4.4079999999999995,-82.1427881833643
32,01111,15,3.96,-58.802613415653184
33,11100,28,4.792,-106.27067901940535
34,01111,15,3.96,-58.802613415653184
35,11001,25,4.6,-93.70893782683453
36,00111,7,3.448,-37.84384249057173
37,11111,31,4.984,-119.86763073322494
38,01110,14,3.896,-55.86334038981571
39,10011,19,4.216,-71.53238347026948
40,01111,15,3.96,-58.802613415653184
41,11111,31,4.984,-119.86763073322494
42,11011,27,4.728,-101.97036026885581
43,10111,23,4.4719999999999995,-85.89000520185462
44,11011,27,4.728,-101.97036026885581
45,11111,31,4.984,-119.86763073322494
46,10100,20,4.28,-74.96545991148146
47,11101,29,4.856,-110.68602311242614
48,10111,23,4.4719999999999995,-85.89000520185462
49,11101,29,4.856,-110.68602311242614
50,01110,14,3.896,-55.86334038981571
51,11101,29,4.856,-110.68602311242614
52,11111,31,4.984,-119.86763073322494
53,10100,20,4.28,-74.96545991148146
54,01011,11,3.7039999999999997,-47.60515357029027
55,11001,25,4.6,-93.70893782683453
56,10011,19,4.216,-71.53238347026948
57,11111,31,4.984,-119.86763073322494
58,01110,14,3.896,-55.86334038981571
59,11101,29,4.856,-110.68602311242614
60,01110,14,3.896,-55.86334038981571
61,11100,28,4.792,-106.27067901940535
62,01001,9,3.576,-42.5510126526641
63,11101,29,4.856,-110.68602311242614
64,11101,29,4.856,-110.68602311242614
65,11100,28,4.792,-106.27067901940535
66,00000,0,3.0,-23.925994876746984
67,11101,29,4.856,-110.68602311242614
68,00110,6,3.384,-35.6165882421041
69,11100,28,4.792,-106.27067901940535
70,00001,1,3.064,-25.682883883511465
71,10001,17,4.088,-64.96997332737153
72,01101,13,3.832,-53.018340743456164
73,11101,29,4.856,-110.68602311242614
74,01011,11,3.7039999999999997,-47.60515357029027
75,11111,31,4.984,-119.86763073322494
76,00001,1,3.064,-25.682883883511465
77,11111,31,4.984,-119.86763073322494
78,11001,25,4.6,-93.70893782683453
79,11001,25,4.6,-93.70893782683453
80,00101,5,3.32,-33.471532574613185
81,10100,20,4.28,-74.96545991148146
82,10101,21,4.344,-78.50176684201959
83,11000,24,4.536,-89.7448964698383
84,10101,21,4.344,-78.50176684201959
85,11101,29,4.856,-110.68602311242614
86,01010,10,3.64,-45.033956213134694
87,10001,17,4.088,-64.96997332737153
88,01100,12,3.768,-50.26611305784008
89,10101,21,4.344,-78.50176684201959
90,11000,24,4.536,-89.7448964698383
91,11111,31,4.984,-119.86763073322494
92,01100,12,3.768,-50.26611305784008
93,11111,31,4.984,-119.86763073322494
94,11110,30,4.92,-115.21785414115351
95,11100,28,4.792,-106.27067901940535
96,01100,12,3.768,-50.26611305784008
97,10101,21,4.344,-78.50176684201959
98,11000,24,4.536,-89.7448964698383
99,11100,28,4.792,-106.27067901940535
100,11000,24,4.536,-89.7448964698383
101,11100,28,4.792,-106.27067901940535
102,00100,4,3.2560000000000002,-31.407156408912343
103,01100,12,3.768,-50.26611305784008
104,01100,12,3.768,-50.26611305784008
105,10100,20,4.28,-74.96545991148146
106,00001,1,3.064,-25.682883883511465
107,11000,24,4.536,-89.7448964698383
108,01101,13,3.832,-53.018340743456164
109,11011,27,4.728,-101.97036026885581
110,00100,4,3.2560000000000002,-31.407156408912343
111,11001,25,4.6,-93.70893782683453
112,11010,26,4.664,-97.78360234070809
113,10110,22,4.4079999999999995,-82.1427881833643
114,11001,25,4.6,-93.70893782683453
115,10100,20,4.28,-74.96545991148146
116,11100,28,4.792,-106.27067901940535
117,10100,20,4.28,-74.96545991148146
118,10101,21,4.344,-78.50176684201959
119,10101,21,4.344,-78.50176684201959
120,11100,28,4.792,-106.27067901940535
121,10100,20,4.28,-74.96545991148146
122,11000,24,4.536,-89.7448964698383
123,11100,28,4.792,-106.27067901940535
124,10000,16,4.024,-61.83765885682281
125,11110,30,4.92,-115.21785414115351
126,00100,4,3.2560000000000002,-31.407156408912343
127,11000,24,4.536,-89.7448964698383
128,11110,30,4.92,-115.21785414115351
129,11001,25,4.6,-93.70893782683453
130,11011,27,4.728,-101.97036026885581
131,11010,26,4.664,-97.78360234070809
132,11011,27,4.728,-101.97036026885581
133,10111,23,4.4719999999999995,-85.89000520185462
134,01010,10,3.64,-45.033956213134694
135,11111,31,4.984,-119.86763073322494
136,01011,11,3.7039999999999997,-47.60515357029027
137,10001,17,4.088,-64.96997332737153
138,01111,15,3.96,-58.802613415653184
139,11011,27,4.728,-101.97036026885581
140,00011,3,3.192,-29.421938633726732
141,11011,27,4.728,-101.97036026885581
142,10011,19,4.216,-71.53238347026948
143,11011,27,4.728,-101.97036026885581
144,10011,19,4.216,-71.53238347026948
145,11101,29,4.856,-110.68602311242614
146,10100,20,4.28,-74.96545991148146
147,11101,29,4.856,-110.68602311242614
148,10011,19,4.216,-71.53238347026948
149,11101,29,4.856,-110.68602311242614
150,11010,26,4.664,-97.78360234070809
151,11101,29,4.856,-110.68602311242614
152,11011,27,4.728,-101.97036026885581
153,10010,18,4.152,-68.20105098062258
154,01011,11,3.7039999999999997,-47.60515357029027
155,10011,19,4.216,-71.53238347026948
156,11000,24,4.536,-89.7448964698383
157,11110,30,4.92,-115.21785414115351
158,01011,11,3.7039999999999997,-47.60515357029027
159,11111,31,4.984,-119.86763073322494
160,10000,16,4.024,-61.83765885682281
161,11001,25,4.6,-93.70893782683453
162,11100,28,4.792,-106.27067901940535
163,10111,23,4.4719999999999995,-85.89000520185462
164,01000,8,3.512,-40.15481232809994
165,01100,12,3.768,-50.26611305784008
166,01000,8,3.512,-40.15481232809994
167,10001,17,4.088,-64.96997332737153
168,01011,11,3.7039999999999997,-47.60515357029027
169,11011,27,4.728,-101.97036026885581
170,01001,9,3.576,-42.5510126526641
171,11011,27,4.728,-101.97036026885581
172,01001,9,3.576,-42.5510126526641
173,11011,27,4.728,-101.97036026885581
174,11001,25,4.6,-93.70893782683453
175,11001,25,4.6,-93.70893782683453
176,10011,19,4.216,-71.53238347026948
177,11100,28,4.792,-106.27067901940535
178,10001,17,4.088,-64.96997332737153
179,11001,25,4.6,-93.70893782683453
180,10101,21,4.344,-78.50176684201959
181,11101,29,4.856,-110.68602311242614
182,11000,24,4.536,-89.7448964698383
183,11101,29,4.856,-110.68602311242614
184,11000,24,4.536,-89.7448964698383
185,11101,29,4.856,-110.68602311242614
186,10100,20,4.28,-74.96545991148146
187,10001,17,4.088,-64.96997332737153
188,10110,22,4.4079999999999995,-82.1427881833643
189,11011,27,4.728,-101.97036026885581
190,01100,12,3.768,-50.26611305784008
191,11111,31,4.984,-119.86763073322494
192,11001,25,4.6,-93.70893782683453
