ID,Individuo,I,x,f(x)
1,01101,13,3.832,-53.018340743456164
2,11101,29,4.856,-110.68602311242614
3,01000,8,3.512,-40.15481232809994
4,10111,23,4.4719999999999995,-85.89000520185462
5,01001,9,3.576,-42.5510126526641
6,11000,24,4.536,-89.7448964698383
7,10101,21,4.344,-78.50176684201959
8,11001,25,4.6,-93.70893782683453
9,10110,22,4.4079999999999995,-82.1427881833643
10,10011,19,4.216,-71.53238347026948
11,00011,3,3.192,-29.421938633726732
12,10000,16,4.024,-61.83765885682281
13,01111,15,3.96,-58.802613415653184
14,01110,14,3.896,-55.86334038981571
15,11110,30,4.92,-115.21785414115351
16,11100,28,4.792,-106.27067901940535
17,01010,10,3.64,-45.033956213134694
18,00110,6,3.384,-35.6165882421041
19,00100,4,3.2560000000000002,-31.407156408912343
20,11111,31,4.984,-119.86763073322494
21,11111,31,4.984,-119.86763073322494
22,01101,13,3.832,-53.018340743456164
23,11111,31,4.984,-119.86763073322494
24,11101,29,4.856,-110.68602311242614
25,11000,24,4.536,-89.7448964698383
26,01111,15,3.96,-58.802613415653184
27,10111,23,4.4719999999999995,-85.89000520185462
28,11111,31,4.984,-119.86763073322494
29,11111,31,4.984,-119.86763073322494
30,01001,9,3.576,-42.5510126526641
31,11010,26,4.664,-97.78360234070809
32,11101,29,4.856,-110.68602311242614
33,10101,21,4.344,-78.50176684201959
34,11111,31,4.984,-119.86763073322494
35,00111,7,3.448,-37.84384249057173
36,11001,25,4.6,-93.70893782683453
37,11110,30,4.92,-115.21785414115351
38,10111,23,4.4719999999999995,-85.89000520185462
39,10111,23,4.4719999999999995,-85.89000520185462
40,11011,27,4.728,-101.97036026885581
41,01110,14,3.896,-55.86334038981571
42,00011,3,3.192,-29.421938633726732
43,10101,21,4.344,-78.50176684201959
44,11110,30,4.92,-115.21785414115351
45,11110,30,4.92,-115.21785414115351
46,01111,15,3.96,-58.802613415653184
47,11100,28,4.792,-106.27067901940535
48,01101,13,3.832,-53.018340743456164
49,11111,31,4.984,-119.86763073322494
50,11010,26,4.664,-97.78360234070809
51,11101,29,4.856,-110.68602311242614
52,11110,30,4.92,-115.21785414115351
53,11100,28,4.792,-106.27067901940535
54,01011,11,3.7039999999999997,-47.60515357029027
55,11110,30,4.92,-115.21785414115351
56,01111,15,3.96,-58.802613415653184
57,10110,22,4.4079999999999995,-82.1427881833643
58,01101,13,3.832,-53.018340743456164
59,11001,25,4.6,-93.70893782683453
60,01111,15,3.96,-58.802613415653184
61,11111,31,4.984,-119.86763073322494
62,10101,21,4.344,-78.50176684201959
63,11001,25,4.6,-93.70893782683453
64,01101,13,3.832,-53.018340743456164
65,11101,29,4.856,-110.68602311242614
66,11000,24,4.536,-89.7448964698383
67,10101,21,4.344,-78.50176684201959
68,11110,30,4.92,-115.21785414115351
69,11000,24,4.536,-89.7448964698383
70,10001,17,4.088,-64.96997332737153
71,01111,15,3.96,-58.802613415653184
72,11110,30,4.92,-115.21785414115351
73,10111,23,4.4719999999999995,-85.89000520185462
74,11001,25,4.6,-93.70893782683453
75,11111,31,4.984,-119.86763073322494
76,00001,1,3.064,-25.682883883511465
77,10101,21,4.344,-78.50176684201959
78,11100,28,4.792,-106.27067901940535
79,11111,31,4.984,-119.86763073322494
80,00001,1,3.064,-25.682883883511465
81,01111,15,3.96,-58.802613415653184
82,01100,12,3.768,-50.26611305784008
83,11111,31,4.984,-119.86763073322494
84,11111,31,4.984,-119.86763073322494
85,11100,28,4.792,-106.27067901940535
86,11101,29,4.856,-110.68602311242614
87,11101,29,4.856,-110.68602311242614
88,01010,10,3.64,-45.033956213134694
89,10111,23,4.4719999999999995,-85.89000520185462
90,01100,12,3.768,-50.26611305784008
91,10100,20,4.28,-74.96545991148146
92,00100,4,3.2560000000000002,-31.407156408912343
93,11101,29,4.856,-110.68602311242614
94,10111,23,4.4719999999999995,-85.89000520185462
95,01000,8,3.512,-40.15481232809994
96,01000,8,3.512,-40.15481232809994
97,10101,21,4.344,-78.50176684201959
98,11110,30,4.92,-115.21785414115351
99,11001,25,4.6,-93.70893782683453
100,01100,12,3.768,-50.26611305784008
101,11001,25,4.6,-93.70893782683453
102,11001,25,4.6,-93.70893782683453
103,11110,30,4.92,-115.21785414115351
104,00001,1,3.064,-25.682883883511465
105,11001,25,4.6,-93.70893782683453
106,11100,28,4.792,-106.27067901940535
107,10110,22,4.4079999999999995,-82.1427881833643
108,10100,20,4.28,-74.96545991148146
109,11110,30,4.92,-115.21785414115351
110,10001,17,4.088,-64.96997332737153
111,10100,20,4.28,-74.96545991148146
112,01011,11,3.7039999999999997,-47.60515357029027
113,10100,20,4.28,-74.96545991148146
114,11000,24,4.536,-89.7448964698383
115,11101,29,4.856,-110.68602311242614
116,01110,14,3.896,-55.86334038981571
117,11100,28,4.792,-106.27067901940535
118,01110,14,3.896,-55.86334038981571
119,11110,30,4.92,-115.21785414115351
120,00000,0,3.0,-23.925994876746984
121,11100,28,4.792,-106.27067901940535
122,01010,10,3.64,-45.033956213134694
123,11100,28,4.792,-106.27067901940535
124,00100,4,3.2560000000000002,-31.407156408912343
125,11100,28,4.792,-106.27067901940535
126,01100,12,3.768,-50.26611305784008
127,11111,31,4.984,-119.86763073322494
128,11100,28,4.792,-106.27067901940535
129,10011,19,4.216,-71.53238347026948
130,11101,29,4.856,-110.68602311242614
131,11001,25,4.6,-93.70893782683453
132,01000,8,3.512,-40.15481232809994
133,11001,25,4.6,-93.70893782683453
134,11000,24,4.536,-89.7448964698383
135,11101,29,4.856,-110.68602311242614
136,10001,17,4.088,-64.96997332737153
137,11101,29,4.856,-110.68602311242614
138,10011,19,4.216,-71.53238347026948
139,11111,31,4.984,-119.86763073322494
140,10001,17,4.088,-64.96997332737153
141,11011,27,4.728,-101.97036026885581
142,10001,17,4.088,-64.96997332737153
143,10001,17,4.088,-64.96997332737153
144,11000,24,4.536,-89.7448964698383
145,11001,25,4.6,-93.70893782683453
146,01011,11,3.7039999999999997,-47.60515357029027
147,11011,27,4.728,-101.97036026885581
148,01100,12,3.768,-50.26611305784008
149,01010,10,3.64,-45.033956213134694
150,11101,29,4.856,-110.68602311242614
151,11100,28,4.792,-106.27067901940535
152,11001,25,4.6,-93.70893782683453
153,10000,16,4.024,-61.83765885682281
154,01011,11,3.7039999999999997,-47.60515357029027
155,11101,29,4.856,-110.68602311242614
156,00111,7,3.448,-37.84384249057173
157,10011,19,4.216,-71.53238347026948
158,01100,12,3.768,-50.26611305784008
159,11001,25,4.6,-93.70893782683453
160,11111,31,4.984,-119.86763073322494
161,11101,29,4.856,-110.68602311242614
162,01010,10,3.64,-45.033956213134694
163,01010,10,3.64,-45.033956213134694
164,11100,28,4.792,-106.27067901940535
165,10100,20,4.28,-74.96545991148146
166,11111,31,4.984,-119.86763073322494
167,11110,30,4.92,-115.21785414115351
168,01110,14,3.896,-55.86334038981571
169,11110,30,4.92,-115.21785414115351
170,10110,22,4.4079999999999995,-82.1427881833643
171,10110,22,4.4079999999999995,-82.1427881833643
172,11011,27,4.728,-101.97036026885581
173,10110,22,4.4079999999999995,-82.1427881833643
174,00011,3,3.192,-29.421938633726732
175,11100,28,4.792,-106.27067901940535
176,10010,18,4.152,-68.20105098062258
177,11111,31,4.984,-119.86763073322494
178,01111,15,3.96,-58.802613415653184
179,11110,30,4.92,-115.21785414115351
180,01110,14,3.896,-55.86334038981571
181,10100,20,4.28,-74.96545991148146
182,11110,30,4.92,-115.21785414115351
183,11110,30,4.92,-115.21785414115351
184,01010,10,3.64,-45.033956213134694
185,10110,22,4.4079999999999995,-82.1427881833643
186,00110,6,3.384,-35.6165882421041
187,11100,28,4.792,-106.27067901940535
188,00110,6,3.384,-35.6165882421041
189,11111,31,4.984,-119.86763073322494
190,10100,20,4.28,-74.96545991148146
