ID,Individuo,I,x,f(x)
1,00011,3,3.192,-29.421938633726732
2,10001,17,4.088,-64.96997332737153
3,10111,23,4.4719999999999995,-85.89000520185462
4,10010,18,4.152,-68.20105098062258
5,10110,22,4.4079999999999995,-82.1427881833643
6,10100,20,4.28,-74.96545991148146
7,00010,2,3.128,-27.514356144716995
8,01111,15,3.96,-58.802613415653184
9,00111,7,3.448,-37.84384249057173
10,00001,1,3.064,-25.682883883511465
11,11011,27,4.728,-101.97036026885581
12,10011,19,4.216,-71.53238347026948
13,01010,10,3.64,-45.033956213134694
14,01100,12,3.768,-50.26611305784008
15,10101,21,4.344,-78.50176684201959
16,10000,16,4.024,-61.83765885682281
17,01101,13,3.832,-53.018340743456164
18,11010,26,4.664,-97.78360234070809
19,01001,9,3.576,-42.5510126526641
20,11111,31,4.984,-119.86763073322494
21,11011,27,4.728,-101.97036026885581
22,00111,7,3.448,-37.84384249057173
23,10101,21,4.344,-78.50176684201959
24,11011,27,4.728,-101.97036026885581
25,10111,23,4.4719999999999995,-85.89000520185462
26,11111,31,4.984,-119.86763073322494
27,00101,5,3.32,-33.471532574613185
28,11010,26,4.664,-97.78360234070809
29,11001,25,4.6,-93.70893782683453
30,10111,23,4.4719999999999995,-85.89000520185462
31,00101,5,3.32,-33.471532574613185
32,10110,22,4.4079999999999995,-82.1427881833643
33,11111,31,4.984,-119.86763073322494
34,00000,0,3.0,-23.925994876746984
35,11111,31,4.984,-119.86763073322494
36,01110,14,3.896,-55.86334038981571
37,00110,6,3.384,-35.6165882421041
38,01111,15,3.96,-58.802613415653184
39,10011,19,4.216,-71.53238347026948
40,01111,15,3.96,-58.802613415653184
41,11111,31,4.984,-119.86763073322494
42,11011,27,4.728,-101.97036026885581
43,10111,23,4.4719999999999995,-85.89000520185462
44,11011,27,4.728,-101.97036026885581
45,01001,9,3.576,-42.5510126526641
46,01110,14,3.896,-55.86334038981571
47,11110,30,4.92,-115.21785414115351
48,01101,13,3.832,-53.018340743456164
49,10111,23,4.4719999999999995,-85.89000520185462
50,11001,25,4.6,-93.70893782683453
