ID,Individuo,I,x,f(x)
1,10110,22,4.4079999999999995,17.93707269172727
2,11101,29,4.856,21.584585201025313
3,01010,10,3.64,12.408419222846927
4,00101,5,3.32,10.384065144477594
5,10111,23,4.4719999999999995,18.439440800575078
6,10011,19,4.216,16.46792200040408
7,11011,27,4.728,20.511444624759978
8,11001,25,4.6,19.462990761201343
9,01000,8,3.512,11.578584100137563
10,00000,0,3.0,8.528976393813505
11,00010,2,3.128,9.250481635802767
12,00100,4,3.2560000000000002,9.999396970301907
13,01001,9,3.576,11.990170932816401
14,11111,31,4.984,22.682195434402026
15,01010,10,3.64,12.408419222846927
16,01010,10,3.64,12.408419222846927
17,00001,1,3.064,8.886289094881441
18,00101,5,3.32,10.384065144477594
19,00011,3,3.192,9.621526698457972
20,10100,20,4.28,16.95128610274771
21,00011,3,3.192,9.621526698457972
22,10000,16,4.024,15.05627288871457
23,01000,8,3.512,11.578584100137563
24,10011,19,4.216,16.46792200040408
25,01000,8,3.512,11.578584100137563
26,10001,17,4.088,15.52038818180258
27,01011,11,3.7039999999999997,12.833301699890312
28,00000,0,3.0,8.528976393813505
29,01101,13,3.832,13.702860166196029
30,11100,28,4.792,21.044942642976924
31,00001,1,3.064,8.886289094881441
32,01000,8,3.512,11.578584100137563
33,00011,3,3.192,9.621526698457972
34,10100,20,4.28,16.95128610274771
35,00111,7,3.448,11.173686001519934
36,10001,17,4.088,15.52038818180258
37,01011,11,3.7039999999999997,12.833301699890312
38,10101,21,4.344,17.44101206410911
39,00001,1,3.064,8.886289094881441
40,11001,25,4.6,19.462990761201343
41,01101,13,3.832,13.702860166196029
42,00000,0,3.0,8.528976393813505
43,00000,0,3.0,8.528976393813505
44,00000,0,3.0,8.528976393813505
