ID,Individuo,I,x,f(x)
1,00011,3,3.192,9.621526698457972
2,10000,16,4.024,15.05627288871457
3,10101,21,4.344,17.44101206410911
4,11011,27,4.728,20.511444624759978
5,01111,15,3.96,14.598628300756975
6,10011,19,4.216,16.46792200040408
7,00001,1,3.064,8.886289094881441
8,01101,13,3.832,13.702860166196029
9,01000,8,3.512,11.578584100137563
10,01110,14,3.896,14.147481647657386
11,01100,12,3.768,13.264791100092133
12,00010,2,3.128,9.250481635802767
13,11010,26,4.664,19.984118282616105
14,11100,28,4.792,21.044942642976924
15,00100,4,3.2560000000000002,9.999396970301907
16,10100,20,4.28,16.95128610274771
17,01011,11,3.7039999999999997,12.833301699890312
18,11000,24,4.536,18.94808921347276
19,01001,9,3.576,11.990170932816401
20,00000,0,3.0,8.528976393813505
21,00011,3,3.192,9.621526698457972
22,00001,1,3.064,8.886289094881441
23,00000,0,3.0,8.528976393813505
24,11101,29,4.856,21.584585201025313
25,00101,5,3.32,10.384065144477594
26,10001,17,4.088,15.52038818180258
27,01011,11,3.7039999999999997,12.833301699890312
28,10001,17,4.088,15.52038818180258
29,00111,7,3.448,11.173686001519934
30,01001,9,3.576,11.990170932816401
31,00011,3,3.192,9.621526698457972
32,10001,17,4.088,15.52038818180258
33,01100,12,3.768,13.264791100092133
34,00001,1,3.064,8.886289094881441
35,01001,9,3.576,11.990170932816401
36,00000,0,3.0,8.528976393813505
37,01111,15,3.96,14.598628300756975
38,00000,0,3.0,8.528976393813505
39,01111,15,3.96,14.598628300756975
40,01001,9,3.576,11.990170932816401
41,00000,0,3.0,8.528976393813505
42,00011,3,3.192,9.621526698457972
43,00011,3,3.192,9.621526698457972
44,11000,24,4.536,18.94808921347276
45,00000,0,3.0,8.528976393813505
46,11001,25,4.6,19.462990761201343
47,00100,4,3.2560000000000002,9.999396970301907
48,00001,1,3.064,8.886289094881441
49,00100,4,3.2560000000000002,9.999396970301907
50,10000,16,4.024,15.05627288871457
51,10011,19,4.216,16.46792200040408
52,00001,1,3.064,8.886289094881441
53,00001,1,3.064,8.886289094881441
54,11000,24,4.536,18.94808921347276
55,01001,9,3.576,11.990170932816401
56,00001,1,3.064,8.886289094881441
57,00001,1,3.064,8.886289094881441
58,00000,0,3.0,8.528976393813505
59,00010,2,3.128,9.250481635802767
60,10001,17,4.088,15.52038818180258
61,00111,7,3.448,11.173686001519934
62,10001,17,4.088,15.52038818180258
63,01011,11,3.7039999999999997,12.833301699890312
64,00011,3,3.192,9.621526698457972
65,01111,15,3.96,14.598628300756975
66,00011,3,3.192,9.621526698457972
67,00011,3,3.192,9.621526698457972
68,10011,19,4.216,16.46792200040408
69,00011,3,3.192,9.621526698457972
70,00001,1,3.064,8.886289094881441
71,01011,11,3.7039999999999997,12.833301699890312
72,00101,5,3.32,10.384065144477594
73,01001,9,3.576,11.990170932816401
74,00011,3,3.192,9.621526698457972
75,01010,10,3.64,12.408419222846927
76,00111,7,3.448,11.173686001519934
