ID,Individuo,I,x,f(x)
1,00111,7,3.448,-37.84384249057173
2,01010,10,3.64,-45.033956213134694
3,01011,11,3.7039999999999997,-47.60515357029027
4,01101,13,3.832,-53.018340743456164
5,10001,17,4.088,-64.96997332737153
6,01001,9,3.576,-42.5510126526641
7,10010,18,4.152,-68.20105098062258
8,10000,16,4.024,-61.83765885682281
9,10111,23,4.4719999999999995,-85.89000520185462
10,11110,30,4.92,-115.21785414115351
11,11100,28,4.792,-106.27067901940535
12,00100,4,3.2560000000000002,-31.407156408912343
13,00010,2,3.128,-27.514356144716995
14,01100,12,3.768,-50.26611305784008
15,10101,21,4.344,-78.50176684201959
16,11001,25,4.6,-93.70893782683453
17,10100,20,4.28,-74.96545991148146
18,10011,19,4.216,-71.53238347026948
19,00000,0,3.0,-23.925994876746984
20,11111,31,4.984,-119.86763073322494
21,11111,31,4.984,-119.86763073322494
22,00110,6,3.384,-35.6165882421041
23,11111,31,4.984,-119.86763073322494
24,01010,10,3.64,-45.033956213134694
25,11111,31,4.984,-119.86763073322494
26,01011,11,3.7039999999999997,-47.60515357029027
27,11111,31,4.984,-119.86763073322494
28,01101,13,3.832,-53.018340743456164
29,11101,29,4.856,-110.68602311242614
30,10100,20,4.28,-74.96545991148146
31,11011,27,4.728,-101.97036026885581
32,01101,13,3.832,-53.018340743456164
33,11111,31,4.984,-119.86763073322494
34,10010,18,4.152,-68.20105098062258
35,00100,4,3.2560000000000002,-31.407156408912343
36,01110,14,3.896,-55.86334038981571
37,10111,23,4.4719999999999995,-85.89000520185462
38,11111,31,4.984,-119.86763073322494
39,11110,30,4.92,-115.21785414115351
40,11111,31,4.984,-119.86763073322494
41,11110,30,4.92,-115.21785414115351
42,11101,29,4.856,-110.68602311242614
43,11100,28,4.792,-106.27067901940535
44,00111,7,3.448,-37.84384249057173
45,10011,19,4.216,-71.53238347026948
46,01110,14,3.896,-55.86334038981571
47,11111,31,4.984,-119.86763073322494
48,01110,14,3.896,-55.86334038981571
49,10000,16,4.024,-61.83765885682281
50,11111,31,4.984,-119.86763073322494
51,11111,31,4.984,-119.86763073322494
52,11001,25,4.6,-93.70893782683453
53,10110,22,4.4079999999999995,-82.1427881833643
54,11101,29,4.856,-110.68602311242614
55,11110,30,4.92,-115.21785414115351
56,10111,23,4.4719999999999995,-85.89000520185462
57,11110,30,4.92,-115.21785414115351
58,00001,1,3.064,-25.682883883511465
59,11000,24,4.536,-89.7448964698383
60,01010,10,3.64,-45.033956213134694
61,11110,30,4.92,-115.21785414115351
62,01001,9,3.576,-42.5510126526641
63,11100,28,4.792,-106.27067901940535
64,01101,13,3.832,-53.018340743456164
65,11000,24,4.536,-89.7448964698383
66,10000,16,4.024,-61.83765885682281
67,11000,24,4.536,-89.7448964698383
68,01101,13,3.832,-53.018340743456164
69,11100,28,4.792,-106.27067901940535
70,10010,18,4.152,-68.20105098062258
71,11000,24,4.536,-89.7448964698383
72,10101,21,4.344,-78.50176684201959
73,10100,20,4.28,-74.96545991148146
74,11111,31,4.984,-119.86763073322494
75,11111,31,4.984,-119.86763073322494
76,11100,28,4.792,-106.27067901940535
77,10100,20,4.28,-74.96545991148146
78,11100,28,4.792,-106.27067901940535
79,11010,26,4.664,-97.78360234070809
80,00100,4,3.2560000000000002,-31.407156408912343
81,11101,29,4.856,-110.68602311242614
82,01100,12,3.768,-50.26611305784008
83,10101,21,4.344,-78.50176684201959
84,11100,28,4.792,-106.27067901940535
85,01101,13,3.832,-53.018340743456164
86,11001,25,4.6,-93.70893782683453
87,10100,20,4.28,-74.96545991148146
88,11100,28,4.792,-106.27067901940535
89,10110,22,4.4079999999999995,-82.1427881833643
90,11001,25,4.6,-93.70893782683453
91,10101,21,4.344,-78.50176684201959
92,00000,0,3.0,-23.925994876746984
93,01101,13,3.832,-53.018340743456164
94,11111,31,4.984,-119.86763073322494
95,01011,11,3.7039999999999997,-47.60515357029027
96,00111,7,3.448,-37.84384249057173
97,11110,30,4.92,-115.21785414115351
98,00101,5,3.32,-33.471532574613185
99,10011,19,4.216,-71.53238347026948
100,10101,21,4.344,-78.50176684201959
101,11110,30,4.92,-115.21785414115351
102,00011,3,3.192,-29.421938633726732
103,10010,18,4.152,-68.20105098062258
104,10111,23,4.4719999999999995,-85.89000520185462
105,10101,21,4.344,-78.50176684201959
106,10110,22,4.4079999999999995,-82.1427881833643
107,11111,31,4.984,-119.86763073322494
108,10110,22,4.4079999999999995,-82.1427881833643
109,10110,22,4.4079999999999995,-82.1427881833643
110,11101,29,4.856,-110.68602311242614
111,10010,18,4.152,-68.20105098062258
112,00100,4,3.2560000000000002,-31.407156408912343
113,10111,23,4.4719999999999995,-85.89000520185462
114,00011,3,3.192,-29.421938633726732
115,11110,30,4.92,-115.21785414115351
116,00101,5,3.32,-33.471532574613185
117,10101,21,4.344,-78.50176684201959
118,00101,5,3.32,-33.471532574613185
119,11001,25,4.6,-93.70893782683453
120,10011,19,4.216,-71.53238347026948
121,10101,21,4.344,-78.50176684201959
122,10110,22,4.4079999999999995,-82.1427881833643
123,10110,22,4.4079999999999995,-82.1427881833643
124,10111,23,4.4719999999999995,-85.89000520185462
125,10001,17,4.088,-64.96997332737153
126,11110,30,4.92,-115.21785414115351
127,10111,23,4.4719999999999995,-85.89000520185462
128,11011,27,4.728,-101.97036026885581
129,11101,29,4.856,-110.68602311242614
130,01001,9,3.576,-42.5510126526641
131,10101,21,4.344,-78.50176684201959
132,11001,25,4.6,-93.70893782683453
133,11001,25,4.6,-93.70893782683453
134,10010,18,4.152,-68.20105098062258
135,10010,18,4.152,-68.20105098062258
136,11001,25,4.6,-93.70893782683453
137,10001,17,4.088,-64.96997332737153
138,11000,24,4.536,-89.7448964698383
139,11011,27,4.728,-101.97036026885581
140,10111,23,4.4719999999999995,-85.89000520185462
141,11110,30,4.92,-115.21785414115351
142,11001,25,4.6,-93.70893782683453
143,11001,25,4.6,-93.70893782683453
144,11100,28,4.792,-106.27067901940535
145,10000,16,4.024,-61.83765885682281
146,01101,13,3.832,-53.018340743456164
147,11111,31,4.984,-119.86763073322494
148,00001,1,3.064,-25.682883883511465
