ID,Individuo,I,x,f(x)
1,11110,30,4.92,-115.21785414115351
2,11001,25,4.6,-93.70893782683453
3,01000,8,3.512,-40.15481232809994
4,01001,9,3.576,-42.5510126526641
5,11011,27,4.728,-101.97036026885581
6,00000,0,3.0,-23.925994876746984
7,00100,4,3.2560000000000002,-31.407156408912343
8,00101,5,3.32,-33.471532574613185
9,11010,26,4.664,-97.78360234070809
10,00001,1,3.064,-25.682883883511465
11,01011,11,3.7039999999999997,-47.60515357029027
12,01100,12,3.768,-50.26611305784008
13,00010,2,3.128,-27.514356144716995
14,01101,13,3.832,-53.018340743456164
15,00011,3,3.192,-29.421938633726732
16,10010,18,4.152,-68.20105098062258
17,10110,22,4.4079999999999995,-82.1427881833643
18,01110,14,3.896,-55.86334038981571
19,11100,28,4.792,-106.27067901940535
20,11111,31,4.984,-119.86763073322494
21,11110,30,4.92,-115.21785414115351
22,11111,31,4.984,-119.86763073322494
23,11101,29,4.856,-110.68602311242614
24,11011,27,4.728,-101.97036026885581
25,11000,24,4.536,-89.7448964698383
26,01111,15,3.96,-58.802613415653184
27,11101,29,4.856,-110.68602311242614
28,01011,11,3.7039999999999997,-47.60515357029027
29,00111,7,3.448,-37.84384249057173
30,01011,11,3.7039999999999997,-47.60515357029027
31,10110,22,4.4079999999999995,-82.1427881833643
32,01010,10,3.64,-45.033956213134694
33,01110,14,3.896,-55.86334038981571
34,00100,4,3.2560000000000002,-31.407156408912343
35,11101,29,4.856,-110.68602311242614
36,00111,7,3.448,-37.84384249057173
37,11011,27,4.728,-101.97036026885581
38,11110,30,4.92,-115.21785414115351
39,10111,23,4.4719999999999995,-85.89000520185462
40,01001,9,3.576,-42.5510126526641
41,11011,27,4.728,-101.97036026885581
42,01101,13,3.832,-53.018340743456164
43,11101,29,4.856,-110.68602311242614
44,01110,14,3.896,-55.86334038981571
45,11110,30,4.92,-115.21785414115351
46,00111,7,3.448,-37.84384249057173
47,11101,29,4.856,-110.68602311242614
48,11011,27,4.728,-101.97036026885581
49,11011,27,4.728,-101.97036026885581
50,00111,7,3.448,-37.84384249057173
51,10010,18,4.152,-68.20105098062258
52,11111,31,4.984,-119.86763073322494
53,10111,23,4.4719999999999995,-85.89000520185462
54,00010,2,3.128,-27.514356144716995
55,11110,30,4.92,-115.21785414115351
56,01111,15,3.96,-58.802613415653184
57,11101,29,4.856,-110.68602311242614
58,11111,31,4.984,-119.86763073322494
59,11010,26,4.664,-97.78360234070809
60,11001,25,4.6,-93.70893782683453
61,11000,24,4.536,-89.7448964698383
62,01100,12,3.768,-50.26611305784008
63,11010,26,4.664,-97.78360234070809
64,01101,13,3.832,-53.018340743456164
65,11010,26,4.664,-97.78360234070809
66,11011,27,4.728,-101.97036026885581
67,11000,24,4.536,-89.7448964698383
68,00010,2,3.128,-27.514356144716995
69,10000,16,4.024,-61.83765885682281
70,01110,14,3.896,-55.86334038981571
71,10011,19,4.216,-71.53238347026948
72,01110,14,3.896,-55.86334038981571
73,11001,25,4.6,-93.70893782683453
74,01111,15,3.96,-58.802613415653184
75,11010,26,4.664,-97.78360234070809
76,01011,11,3.7039999999999997,-47.60515357029027
77,10110,22,4.4079999999999995,-82.1427881833643
78,01000,8,3.512,-40.15481232809994
79,10010,18,4.152,-68.20105098062258
80,01010,10,3.64,-45.033956213134694
81,10011,19,4.216,-71.53238347026948
82,01100,12,3.768,-50.26611305784008
83,10011,19,4.216,-71.53238347026948
84,00010,2,3.128,-27.514356144716995
85,11110,30,4.92,-115.21785414115351
86,10010,18,4.152,-68.20105098062258
87,10110,22,4.4079999999999995,-82.1427881833643
88,11010,26,4.664,-97.78360234070809
89,11010,26,4.664,-97.78360234070809
90,01110,14,3.896,-55.86334038981571
91,11010,26,4.664,-97.78360234070809
92,11100,28,4.792,-106.27067901940535
93,11010,26,4.664,-97.78360234070809
94,11111,31,4.984,-119.86763073322494
95,11100,28,4.792,-106.27067901940535
96,01000,8,3.512,-40.15481232809994
97,11001,25,4.6,-93.70893782683453
98,01100,12,3.768,-50.26611305784008
99,11000,24,4.536,-89.7448964698383
100,11111,31,4.984,-119.86763073322494
101,11100,28,4.792,-106.27067901940535
102,00000,0,3.0,-23.925994876746984
103,11100,28,4.792,-106.27067901940535
104,00000,0,3.0,-23.925994876746984
105,11000,24,4.536,-89.7448964698383
106,00101,5,3.32,-33.471532574613185
107,11010,26,4.664,-97.78360234070809
108,11100,28,4.792,-106.27067901940535
109,11000,24,4.536,-89.7448964698383
110,00101,5,3.32,-33.471532574613185
111,00001,1,3.064,-25.682883883511465
112,01110,14,3.896,-55.86334038981571
113,11100,28,4.792,-106.27067901940535
114,01001,9,3.576,-42.5510126526641
115,11000,24,4.536,-89.7448964698383
116,00110,6,3.384,-35.6165882421041
117,11100,28,4.792,-106.27067901940535
118,01101,13,3.832,-53.018340743456164
