ID,Individuo,I,x,f(x)
1,11000,24,4.536,18.94808921347276
2,00101,5,3.32,10.384065144477594
3,10000,16,4.024,15.05627288871457
4,00100,4,3.2560000000000002,9.999396970301907
5,01100,12,3.768,13.264791100092133
6,10100,20,4.28,16.95128610274771
7,11001,25,4.6,19.462990761201343
8,10111,23,4.4719999999999995,18.439440800575078
9,10011,19,4.216,16.46792200040408
10,10010,18,4.152,15.99094695745962
11,00111,7,3.448,11.173686001519934
12,01000,8,3.512,11.578584100137563
13,01110,14,3.896,14.147481647657386
14,11010,26,4.664,19.984118282616105
15,11011,27,4.728,20.511444624759978
16,10001,17,4.088,15.52038818180258
17,11110,30,4.92,22.130345171191276
18,01001,9,3.576,11.990170932816401
19,00110,6,3.384,10.775503919930026
20,00000,0,3.0,8.528976393813505
21,00010,2,3.128,9.250481635802767
22,10100,20,4.28,16.95128610274771
23,00100,4,3.2560000000000002,9.999396970301907
24,00101,5,3.32,10.384065144477594
25,00000,0,3.0,8.528976393813505
26,10110,22,4.4079999999999995,17.93707269172727
27,00100,4,3.2560000000000002,9.999396970301907
28,00110,6,3.384,10.775503919930026
29,00100,4,3.2560000000000002,9.999396970301907
30,01110,14,3.896,14.147481647657386
31,00100,4,3.2560000000000002,9.999396970301907
32,10110,22,4.4079999999999995,17.93707269172727
33,00100,4,3.2560000000000002,9.999396970301907
34,11011,27,4.728,20.511444624759978
35,00110,6,3.384,10.775503919930026
36,10111,23,4.4719999999999995,18.439440800575078
37,00110,6,3.384,10.775503919930026
38,10011,19,4.216,16.46792200040408
39,00111,7,3.448,11.173686001519934
40,10010,18,4.152,15.99094695745962
41,00110,6,3.384,10.775503919930026
42,00111,7,3.448,11.173686001519934
43,00001,1,3.064,8.886289094881441
44,00100,4,3.2560000000000002,9.999396970301907
45,01110,14,3.896,14.147481647657386
46,00110,6,3.384,10.775503919930026
47,01110,14,3.896,14.147481647657386
48,10010,18,4.152,15.99094695745962
49,01110,14,3.896,14.147481647657386
50,10010,18,4.152,15.99094695745962
51,11011,27,4.728,20.511444624759978
52,10100,20,4.28,16.95128610274771
53,01110,14,3.896,14.147481647657386
54,10110,22,4.4079999999999995,17.93707269172727
55,00001,1,3.064,8.886289094881441
56,10010,18,4.152,15.99094695745962
57,00100,4,3.2560000000000002,9.999396970301907
58,00010,2,3.128,9.250481635802767
59,00100,4,3.2560000000000002,9.999396970301907
60,00101,5,3.32,10.384065144477594
61,00100,4,3.2560000000000002,9.999396970301907
62,10000,16,4.024,15.05627288871457
63,01100,12,3.768,13.264791100092133
64,00100,4,3.2560000000000002,9.999396970301907
65,01000,8,3.512,11.578584100137563
66,10111,23,4.4719999999999995,18.439440800575078
67,01000,8,3.512,11.578584100137563
68,10101,21,4.344,17.44101206410911
69,00111,7,3.448,11.173686001519934
70,10100,20,4.28,16.95128610274771
71,01101,13,3.832,13.702860166196029
72,00011,3,3.192,9.621526698457972
73,00010,2,3.128,9.250481635802767
74,10100,20,4.28,16.95128610274771
75,00110,6,3.384,10.775503919930026
76,00101,5,3.32,10.384065144477594
77,01100,12,3.768,13.264791100092133
78,00000,0,3.0,8.528976393813505
79,01100,12,3.768,13.264791100092133
80,00110,6,3.384,10.775503919930026
81,01000,8,3.512,11.578584100137563
82,10110,22,4.4079999999999995,17.93707269172727
83,01100,12,3.768,13.264791100092133
84,10011,19,4.216,16.46792200040408
85,00000,0,3.0,8.528976393813505
86,10101,21,4.344,17.44101206410911
87,01110,14,3.896,14.147481647657386
88,10100,20,4.28,16.95128610274771
89,01100,12,3.768,13.264791100092133
90,00001,1,3.064,8.886289094881441
91,10010,18,4.152,15.99094695745962
92,00101,5,3.32,10.384065144477594
93,00100,4,3.2560000000000002,9.999396970301907
94,00000,0,3.0,8.528976393813505
95,00000,0,3.0,8.528976393813505
96,10000,16,4.024,15.05627288871457
97,00000,0,3.0,8.528976393813505
98,00100,4,3.2560000000000002,9.999396970301907
99,10001,17,4.088,15.52038818180258
100,01101,13,3.832,13.702860166196029
101,00100,4,3.2560000000000002,9.999396970301907
102,10000,16,4.024,15.05627288871457
103,01001,9,3.576,11.990170932816401
104,10000,16,4.024,15.05627288871457
105,00001,1,3.064,8.886289094881441
106,10110,22,4.4079999999999995,17.93707269172727
107,11000,24,4.536,18.94808921347276
108,10011,19,4.216,16.46792200040408
109,00000,0,3.0,8.528976393813505
110,10010,18,4.152,15.99094695745962
111,00001,1,3.064,8.886289094881441
112,00110,6,3.384,10.775503919930026
113,01000,8,3.512,11.578584100137563
114,01010,10,3.64,12.408419222846927
115,00100,4,3.2560000000000002,9.999396970301907
116,01010,10,3.64,12.408419222846927
117,01100,12,3.768,13.264791100092133
118,11010,26,4.664,19.984118282616105
119,01001,9,3.576,11.990170932816401
120,10010,18,4.152,15.99094695745962
121,00110,6,3.384,10.775503919930026
122,11111,31,4.984,22.682195434402026
123,01010,10,3.64,12.408419222846927
124,10100,20,4.28,16.95128610274771
