ID,Individuo,I,x,f(x)
1,00110,6,3.384,-35.6165882421041
2,01000,8,3.512,-40.15481232809994
3,00001,1,3.064,-25.682883883511465
4,10100,20,4.28,-74.96545991148146
5,01100,12,3.768,-50.26611305784008
6,10101,21,4.344,-78.50176684201959
7,10000,16,4.024,-61.83765885682281
8,10110,22,4.4079999999999995,-82.1427881833643
9,00011,3,3.192,-29.421938633726732
10,10111,23,4.4719999999999995,-85.89000520185462
11,00111,7,3.448,-37.84384249057173
12,11000,24,4.536,-89.7448964698383
13,01010,10,3.64,-45.033956213134694
14,00101,5,3.32,-33.471532574613185
15,00100,4,3.2560000000000002,-31.407156408912343
16,01011,11,3.7039999999999997,-47.60515357029027
17,11010,26,4.664,-97.78360234070809
18,01001,9,3.576,-42.5510126526641
19,11110,30,4.92,-115.21785414115351
20,11111,31,4.984,-119.86763073322494
21,10110,22,4.4079999999999995,-82.1427881833643
22,01000,8,3.512,-40.15481232809994
23,11000,24,4.536,-89.7448964698383
24,01000,8,3.512,-40.15481232809994
25,10000,16,4.024,-61.83765885682281
26,01001,9,3.576,-42.5510126526641
27,01000,8,3.512,-40.15481232809994
28,11000,24,4.536,-89.7448964698383
29,11100,28,4.792,-106.27067901940535
30,01000,8,3.512,-40.15481232809994
31,11000,24,4.536,-89.7448964698383
32,10101,21,4.344,-78.50176684201959
33,11000,24,4.536,-89.7448964698383
34,11000,24,4.536,-89.7448964698383
35,11000,24,4.536,-89.7448964698383
36,10111,23,4.4719999999999995,-85.89000520185462
37,11011,27,4.728,-101.97036026885581
38,00000,0,3.0,-23.925994876746984
39,10001,17,4.088,-64.96997332737153
40,11010,26,4.664,-97.78360234070809
41,11101,29,4.856,-110.68602311242614
42,00010,2,3.128,-27.514356144716995
43,11000,24,4.536,-89.7448964698383
44,01010,10,3.64,-45.033956213134694
45,10100,20,4.28,-74.96545991148146
46,01101,13,3.832,-53.018340743456164
47,11100,28,4.792,-106.27067901940535
48,00000,0,3.0,-23.925994876746984
49,11001,25,4.6,-93.70893782683453
50,01010,10,3.64,-45.033956213134694
51,11000,24,4.536,-89.7448964698383
52,01001,9,3.576,-42.5510126526641
53,01010,10,3.64,-45.033956213134694
54,01001,9,3.576,-42.5510126526641
55,11110,30,4.92,-115.21785414115351
56,11000,24,4.536,-89.7448964698383
57,11010,26,4.664,-97.78360234070809
58,10000,16,4.024,-61.83765885682281
59,11001,25,4.6,-93.70893782683453
60,01110,14,3.896,-55.86334038981571
61,11001,25,4.6,-93.70893782683453
62,00111,7,3.448,-37.84384249057173
63,11111,31,4.984,-119.86763073322494
64,10100,20,4.28,-74.96545991148146
65,11100,28,4.792,-106.27067901940535
66,01111,15,3.96,-58.802613415653184
67,11111,31,4.984,-119.86763073322494
68,10101,21,4.344,-78.50176684201959
69,11001,25,4.6,-93.70893782683453
70,10010,18,4.152,-68.20105098062258
71,10111,23,4.4719999999999995,-85.89000520185462
72,11110,30,4.92,-115.21785414115351
73,11111,31,4.984,-119.86763073322494
74,00011,3,3.192,-29.421938633726732
75,10111,23,4.4719999999999995,-85.89000520185462
76,11111,31,4.984,-119.86763073322494
77,10111,23,4.4719999999999995,-85.89000520185462
78,00100,4,3.2560000000000002,-31.407156408912343
79,11110,30,4.92,-115.21785414115351
80,11001,25,4.6,-93.70893782683453
81,11110,30,4.92,-115.21785414115351
82,01011,11,3.7039999999999997,-47.60515357029027
83,10101,21,4.344,-78.50176684201959
84,01101,13,3.832,-53.018340743456164
85,10101,21,4.344,-78.50176684201959
86,11110,30,4.92,-115.21785414115351
87,11111,31,4.984,-119.86763073322494
88,01101,13,3.832,-53.018340743456164
89,11011,27,4.728,-101.97036026885581
90,11110,30,4.92,-115.21785414115351
91,10111,23,4.4719999999999995,-85.89000520185462
92,01011,11,3.7039999999999997,-47.60515357029027
93,11111,31,4.984,-119.86763073322494
94,11110,30,4.92,-115.21785414115351
95,11011,27,4.728,-101.97036026885581
96,01011,11,3.7039999999999997,-47.60515357029027
97,10100,20,4.28,-74.96545991148146
98,11010,26,4.664,-97.78360234070809
99,11100,28,4.792,-106.27067901940535
100,01110,14,3.896,-55.86334038981571
101,11100,28,4.792,-106.27067901940535
102,10011,19,4.216,-71.53238347026948
103,01010,10,3.64,-45.033956213134694
104,11000,24,4.536,-89.7448964698383
105,11110,30,4.92,-115.21785414115351
106,10010,18,4.152,-68.20105098062258
107,11010,26,4.664,-97.78360234070809
108,00001,1,3.064,-25.682883883511465
109,10010,18,4.152,-68.20105098062258
110,11111,31,4.984,-119.86763073322494
111,10011,19,4.216,-71.53238347026948
112,01110,14,3.896,-55.86334038981571
113,11010,26,4.664,-97.78360234070809
114,11000,24,4.536,-89.7448964698383
115,11010,26,4.664,-97.78360234070809
116,01010,10,3.64,-45.033956213134694
117,10101,21,4.344,-78.50176684201959
118,01100,12,3.768,-50.26611305784008
