ID,Individuo,I,x,f(x)
1,01110,14,3.896,-55.86334038981571
2,11011,27,4.728,-101.97036026885581
3,10011,19,4.216,-71.53238347026948
4,00000,0,3.0,-23.925994876746984
5,01010,10,3.64,-45.033956213134694
6,11101,29,4.856,-110.68602311242614
7,10101,21,4.344,-78.50176684201959
8,01100,12,3.768,-50.26611305784008
9,00001,1,3.064,-25.682883883511465
10,00010,2,3.128,-27.514356144716995
11,01001,9,3.576,-42.5510126526641
12,01111,15,3.96,-58.802613415653184
13,11110,30,4.92,-115.21785414115351
14,00110,6,3.384,-35.6165882421041
15,11001,25,4.6,-93.70893782683453
16,00101,5,3.32,-33.471532574613185
17,00100,4,3.2560000000000002,-31.407156408912343
18,10010,18,4.152,-68.20105098062258
19,00011,3,3.192,-29.421938633726732
20,11111,31,4.984,-119.86763073322494
21,11111,31,4.984,-119.86763073322494
22,01110,14,3.896,-55.86334038981571
23,11111,31,4.984,-119.86763073322494
24,10101,21,4.344,-78.50176684201959
25,11111,31,4.984,-119.86763073322494
26,10011,19,4.216,-71.53238347026948
27,10101,21,4.344,-78.50176684201959
28,01010,10,3.64,-45.033956213134694
29,11111,31,4.984,-119.86763073322494
30,11010,26,4.664,-97.78360234070809
31,11111,31,4.984,-119.86763073322494
32,11101,29,4.856,-110.68602311242614
33,10101,21,4.344,-78.50176684201959
34,11010,26,4.664,-97.78360234070809
35,10000,16,4.024,-61.83765885682281
36,01101,13,3.832,-53.018340743456164
37,10111,23,4.4719999999999995,-85.89000520185462
38,01001,9,3.576,-42.5510126526641
39,11011,27,4.728,-101.97036026885581
40,00010,2,3.128,-27.514356144716995
41,11111,31,4.984,-119.86763073322494
42,01001,9,3.576,-42.5510126526641
43,11101,29,4.856,-110.68602311242614
44,01111,15,3.96,-58.802613415653184
45,11110,30,4.92,-115.21785414115351
46,11111,31,4.984,-119.86763073322494
47,10111,23,4.4719999999999995,-85.89000520185462
48,11011,27,4.728,-101.97036026885581
49,11011,27,4.728,-101.97036026885581
50,11101,29,4.856,-110.68602311242614
51,10111,23,4.4719999999999995,-85.89000520185462
52,01000,8,3.512,-40.15481232809994
53,11101,29,4.856,-110.68602311242614
54,01100,12,3.768,-50.26611305784008
55,10111,23,4.4719999999999995,-85.89000520185462
56,11010,26,4.664,-97.78360234070809
57,10011,19,4.216,-71.53238347026948
58,01111,15,3.96,-58.802613415653184
59,11000,24,4.536,-89.7448964698383
60,11101,29,4.856,-110.68602311242614
61,10111,23,4.4719999999999995,-85.89000520185462
62,11001,25,4.6,-93.70893782683453
63,10000,16,4.024,-61.83765885682281
64,01101,13,3.832,-53.018340743456164
65,11111,31,4.984,-119.86763073322494
66,01000,8,3.512,-40.15481232809994
67,10101,21,4.344,-78.50176684201959
68,11101,29,4.856,-110.68602311242614
69,11101,29,4.856,-110.68602311242614
