ID,Individuo,I,x,f(x)
1,00111,7,3.448,-37.84384249057173
2,00100,4,3.2560000000000002,-31.407156408912343
3,11011,27,4.728,-101.97036026885581
4,01110,14,3.896,-55.86334038981571
5,00010,2,3.128,-27.514356144716995
6,11101,29,4.856,-110.68602311242614
7,01111,15,3.96,-58.802613415653184
8,00000,0,3.0,-23.925994876746984
9,10010,18,4.152,-68.20105098062258
10,11001,25,4.6,-93.70893782683453
11,10001,17,4.088,-64.96997332737153
12,01011,11,3.7039999999999997,-47.60515357029027
13,10100,20,4.28,-74.96545991148146
14,11010,26,4.664,-97.78360234070809
15,01000,8,3.512,-40.15481232809994
16,10110,22,4.4079999999999995,-82.1427881833643
17,00110,6,3.384,-35.6165882421041
18,10101,21,4.344,-78.50176684201959
19,11100,28,4.792,-106.27067901940535
20,11111,31,4.984,-119.86763073322494
21,11111,31,4.984,-119.86763073322494
22,00111,7,3.448,-37.84384249057173
23,10101,21,4.344,-78.50176684201959
24,01110,14,3.896,-55.86334038981571
25,11111,31,4.984,-119.86763073322494
26,11011,27,4.728,-101.97036026885581
27,11010,26,4.664,-97.78360234070809
28,01110,14,3.896,-55.86334038981571
29,11010,26,4.664,-97.78360234070809
30,00111,7,3.448,-37.84384249057173
31,11101,29,4.856,-110.68602311242614
32,11101,29,4.856,-110.68602311242614
33,11111,31,4.984,-119.86763073322494
34,01101,13,3.832,-53.018340743456164
35,10011,19,4.216,-71.53238347026948
36,01100,12,3.768,-50.26611305784008
37,11110,30,4.92,-115.21785414115351
38,10011,19,4.216,-71.53238347026948
39,11101,29,4.856,-110.68602311242614
40,11011,27,4.728,-101.97036026885581
41,00001,1,3.064,-25.682883883511465
42,11011,27,4.728,-101.97036026885581
43,11011,27,4.728,-101.97036026885581
44,01111,15,3.96,-58.802613415653184
45,11101,29,4.856,-110.68602311242614
46,11110,30,4.92,-115.21785414115351
47,01110,14,3.896,-55.86334038981571
48,11011,27,4.728,-101.97036026885581
49,11010,26,4.664,-97.78360234070809
50,01101,13,3.832,-53.018340743456164
51,10000,16,4.024,-61.83765885682281
52,11111,31,4.984,-119.86763073322494
53,10111,23,4.4719999999999995,-85.89000520185462
54,01110,14,3.896,-55.86334038981571
55,11110,30,4.92,-115.21785414115351
56,01111,15,3.96,-58.802613415653184
57,11101,29,4.856,-110.68602311242614
58,11100,28,4.792,-106.27067901940535
59,10100,20,4.28,-74.96545991148146
60,01101,13,3.832,-53.018340743456164
61,11101,29,4.856,-110.68602311242614
62,01011,11,3.7039999999999997,-47.60515357029027
63,11111,31,4.984,-119.86763073322494
64,01000,8,3.512,-40.15481232809994
